iter	RMSE
1529	0.1000673197
1530	0.1000633467
1531	0.1000602363
1532	0.1000570937
1533	0.1000534877
1534	0.1000510662
1535	0.100048159
1536	0.100044567
1537	0.1000409687
1538	0.1000377506
1539	0.1000344334
1540	0.10003023
1541	0.100026953
1542	0.1000239185
1543	0.1000203294
1544	0.1000173148
1545	0.100013867
1546	0.1000100569
1547	0.1000068301
1548	0.1000034598
1549	0.09999895369
1550	0.09999592533
1551	0.09999246728
1552	0.09998893116
1553	0.09998559459
1554	0.099982095
1555	0.09997861098
1556	0.09997461952
1557	0.09997109746
1558	0.09996889895
1559	0.09996531879
1560	0.09996123698
1561	0.09995755112
1562	0.09995362015
1563	0.09995060703
1564	0.09994741692
1565	0.09994379336
1566	0.09994057175
1567	0.09993750409
1568	0.09993391675
1569	0.09993049592
1570	0.09992671942
1571	0.09992322079
1572	0.0999200303
1573	0.09991681874
1574	0.09991321112
1575	0.09990982304
1576	0.09990662856
1577	0.09990423997
1578	0.09990136895
1579	0.09989787057
1580	0.09989400645
1581	0.09989049674
1582	0.09988696112
1583	0.09988392823
1584	0.09988036111
1585	0.09987695279
1586	0.09987351781
1587	0.09987037448
1588	0.09986725247
1589	0.09986404256
1590	0.09986043254
1591	0.09985781717
1592	0.09985411223
1593	0.09985109152
1594	0.09984835616
1595	0.09984539758
1596	0.09984210085
1597	0.09983748803
1598	0.09983454049
1599	0.09983147661
1600	0.0998277689
1601	0.09982481533
1602	0.09982195761
1603	0.09981922193
1604	0.09981634546
1605	0.09981414684
1606	0.09981112079
1607	0.09980810091
1608	0.09980470249
1609	0.09980157414
1610	0.09979863789
1611	0.09979552095
1612	0.09979199186
1613	0.09978866788
1614	0.09978441826
1615	0.09978088243
1616	0.0997780339
1617	0.0997748807
1618	0.09977129218
1619	0.09976742883
1620	0.09976428028
1621	0.09976117196
1622	0.09975808996
1623	0.09975475604
1624	0.09975080813
1625	0.09974729335
1626	0.09974358437
1627	0.09973949711
1628	0.0997365031
1629	0.09973371644
1630	0.09973061627
1631	0.09972732526
1632	0.09972442595
1633	0.09972084056
1634	0.099718635
1635	0.09971482126
1636	0.09971141953
1637	0.09970823457
1638	0.09970516961
1639	0.09970176102
1640	0.09969786746
1641	0.09969522209
1642	0.09969185968
1643	0.09968862421
1644	0.09968542579
1645	0.09968261984
1646	0.09968082577
1647	0.09967760532
1648	0.09967480881
1649	0.09967146117
1650	0.09966804296
1651	0.09966479882
1652	0.09966121223
1653	0.09965774967
1654	0.09965420193
1655	0.09965081794
1656	0.09964826399
1657	0.09964522512
1658	0.0996418517
1659	0.09963930848
1660	0.09963582464
1661	0.09963180886
1662	0.09962812365
1663	0.09962444019
1664	0.09962127855
1665	0.0996183083
1666	0.09961448275
1667	0.09961214778
1668	0.09960831076
1669	0.09960458748
1670	0.09960075799
1671	0.09959742955
1672	0.09959411754
1673	0.09959067038
1674	0.09958822563
1675	0.09958366206
1676	0.09958012866
1677	0.09957715466
1678	0.09957497713
1679	0.0995713652
1680	0.09956874702
1681	0.0995650889
1682	0.09956220043
1683	0.09955907401
1684	0.09955487425
1685	0.09955226638
1686	0.09954924487
1687	0.09954662164
1688	0.09954336844
1689	0.09954015854
1690	0.09953792017
1691	0.09953534766
1692	0.09953201562
1693	0.09952903892
1694	0.09952539037
1695	0.09952240744
1696	0.09951887935
1697	0.09951517865
1698	0.09951181363
1699	0.0995088196
1700	0.09950535489
1701	0.09950199109
1702	0.09949909749
1703	0.09949583473
1704	0.0994921076
1705	0.09948888589
1706	0.09948566504
1707	0.09948309223
1708	0.09947954579
1709	0.09947663973
1710	0.09947335271
1711	0.09946939899
1712	0.09946621317
1713	0.09946328634
1714	0.09946032159
1715	0.09945672828
1716	0.09945323937
1717	0.09945055586
1718	0.09944725291
1719	0.09944423561
1720	0.099441154
1721	0.09943801221
1722	0.09943443235
1723	0.09943279901
1724	0.09942946077
1725	0.09942633979
1726	0.09942353811
1727	0.09942115772
1728	0.09941786251
1729	0.09941451017
1730	0.0994110052
1731	0.09940777704
1732	0.09940401354
1733	0.09940086844
1734	0.09939783265
1735	0.09939424681
1736	0.09939123009
1737	0.09938812624
1738	0.09938536969
1739	0.09938281234
1740	0.09937954908
1741	0.0993766961
1742	0.09937328681
1743	0.09937054185
1744	0.0993683867
1745	0.09936493429
1746	0.09936187852
1747	0.09935886676
1748	0.09935512126
1749	0.09935157428
1750	0.0993478214
1751	0.09934397292
1752	0.09934025118
1753	0.09933716182
1754	0.09933406527
1755	0.09933125555
1756	0.09932915484
1757	0.09932498934
1758	0.09932138427
1759	0.09931857656
1760	0.09931582344
1761	0.09931268523
1762	0.09930922936
1763	0.09930551755
1764	0.09930231828
1765	0.0992987876
1766	0.09929519653
1767	0.09929189847
1768	0.09928863357
1769	0.09928544522
1770	0.09928214278
1771	0.09927914898
1772	0.0992758697
1773	0.09927229947
1774	0.09926909547
1775	0.09926586787
1776	0.09926287217
1777	0.09925958226
1778	0.0992576316
1779	0.09925419061
1780	0.09925111387
1781	0.09924804312
1782	0.09924436447
1783	0.09924054246
1784	0.09923758833
1785	0.0992345909
1786	0.0992318117
1787	0.099227912
1788	0.09922538266
1789	0.09922218506
1790	0.09921923394
1791	0.09921580378
1792	0.09921273008
1793	0.09920935977
1794	0.09920605687
1795	0.09920312294
1796	0.09919931915
1797	0.09919587249
1798	0.09919228605
1799	0.09918902868
1800	0.09918570177
1801	0.09918275217
1802	0.0991794087
1803	0.09917598249
1804	0.0991729334
1805	0.09916990935
1806	0.09916689406
1807	0.09916423158
1808	0.09916140897
1809	0.09915787334
1810	0.09915429823
1811	0.09915103407
1812	0.09914852556
1813	0.09914502278
1814	0.0991421537
1815	0.09913902585
1816	0.09913557619
1817	0.09913243125
1818	0.09912865525
1819	0.0991247374
1820	0.09912084077
1821	0.09911764995
1822	0.09911434015
1823	0.09911091393
1824	0.09910766049
1825	0.09910480852
1826	0.09910107766
1827	0.09909746824
1828	0.09909528059
1829	0.09909300502
1830	0.09908986155
1831	0.09908700158
1832	0.09908391856
1833	0.09908054121
1834	0.09907691126
1835	0.09907349986
1836	0.09907143214
1837	0.09906850176
1838	0.09906477198
1839	0.09906148182
1840	0.09905792768
1841	0.09905461938
1842	0.09905165391
1843	0.09904830074
1844	0.09904466086
1845	0.0990412694
1846	0.09903754654
1847	0.09903446358
1848	0.09903137031
1849	0.09902886609
1850	0.09902571471
1851	0.09902243458
1852	0.09901924296
1853	0.09901649698
1854	0.09901316368
1855	0.09901015944
1856	0.09900767096
1857	0.09900425845
1858	0.09900109914
1859	0.0989978354
1860	0.09899408412
1861	0.0989919505
1862	0.09898887368
1863	0.09898533278
1864	0.0989814539
1865	0.09897761445
1866	0.09897476627
1867	0.09897151955
1868	0.09896781485
1869	0.09896438432
1870	0.09896108734
1871	0.09895797172
1872	0.09895490903
1873	0.09895089171
1874	0.09894708006
1875	0.09894429691
1876	0.09894139189
1877	0.09893801456
1878	0.09893571005
1879	0.09893259953
1880	0.09892998184
1881	0.09892625341
1882	0.09892326861
1883	0.0989205985
1884	0.09891710921
1885	0.09891354994
1886	0.09891059641
1887	0.09890744556
1888	0.09890541975
1889	0.09890176575
1890	0.0988998714
1891	0.09889677016
1892	0.09889342745
1893	0.0988897061
1894	0.09888657788
1895	0.09888328753
1896	0.09888022724
1897	0.09887869158
1898	0.09887523127
1899	0.09887195894
1900	0.09886921739
1901	0.09886622792
1902	0.09886281986
1903	0.0988601194
1904	0.09885670337
1905	0.09885405729
1906	0.09885166809
1907	0.09884834839
1908	0.09884498217
1909	0.0988421868
1910	0.09883883707
1911	0.09883582928
1912	0.09883270425
1913	0.09882989407
1914	0.0988264713
1915	0.0988228903
1916	0.09881925127
1917	0.0988161411
1918	0.09881287918
1919	0.09881007772
1920	0.09880699405
1921	0.09880372851
1922	0.09880097792
1923	0.09879820079
1924	0.09879554125
1925	0.09879233001
1926	0.09878923025
1927	0.09878626835
1928	0.09878326306
1929	0.09878052396
1930	0.09877730239
1931	0.09877406866
1932	0.09877082629
1933	0.0987676822
1934	0.09876456427
1935	0.09876137375
1936	0.09875832899
1937	0.09875455603
1938	0.0987516107
1939	0.09874785588
1940	0.09874504505
1941	0.09874104622
1942	0.09873801497
1943	0.09873419949
1944	0.09873087345
1945	0.09872805346
1946	0.09872441245
1947	0.09872121459
1948	0.09871830639
1949	0.09871478067
1950	0.09871075313
1951	0.09870752673
1952	0.09870432742
1953	0.09870134213
1954	0.09869811709
1955	0.09869436815
1956	0.09869133556
1957	0.09868856135
1958	0.09868514429
1959	0.09868209536
1960	0.09867881563
1961	0.09867606102
1962	0.09867280257
1963	0.0986699316
1964	0.09866750704
1965	0.09866462372
1966	0.09866162379
1967	0.09865854997
1968	0.09865526206
1969	0.09865185639
1970	0.09864963691
1971	0.09864623753
1972	0.09864283586
1973	0.09863981616
1974	0.09863652788
1975	0.09863453298
1976	0.0986317504
1977	0.09862907152
1978	0.09862506789
1979	0.09862184051
1980	0.09861859337
1981	0.09861568037
1982	0.09861224568
1983	0.09860911079
1984	0.09860622212
1985	0.09860337672
1986	0.09860044217
1987	0.09859781139
1988	0.09859459593
1989	0.09859081478
1990	0.09858758321
1991	0.0985847695
1992	0.09858140053
1993	0.09857878569
1994	0.09857624421
1995	0.09857295853
1996	0.09856923638
1997	0.09856647237
1998	0.0985629981
1999	0.09855972654
2000	0.09855569351
2001	0.09855171167
2002	0.09854838569
2003	0.09854508834
2004	0.09854160065
2005	0.09853863135
2006	0.09853562099
2007	0.09853285391
2008	0.09852918878
2009	0.09852566337
2010	0.09852208076
2011	0.09851912502
2012	0.09851545383
2013	0.09851201866
2014	0.09850895855
2015	0.09850540659
2016	0.09850259604
2017	0.09849972527
2018	0.09849613708
2019	0.0984932344
2020	0.09849035325
2021	0.09848725006
2022	0.09848447561
2023	0.09848204139
2024	0.09847898879
2025	0.09847626506
2026	0.09847295849
2027	0.09846953048
2028	0.09846658751
2029	0.09846383194
2030	0.09846070882
2031	0.09845727113
2032	0.0984536965
2033	0.09845000585
2034	0.09844605887
2035	0.09844325096
2036	0.09844077283
2037	0.09843755235
2038	0.09843510575
2039	0.09843261042
2040	0.09842894987
2041	0.09842632649
2042	0.09842353267
2043	0.09842011766
2044	0.09841695056
2045	0.09841403612
2046	0.09841175695
2047	0.09840954305
2048	0.09840771145
2049	0.09840434639
2050	0.09840126104
2051	0.09839757221
2052	0.09839456356
2053	0.09839179047
2054	0.0983885943
2055	0.09838521657
2056	0.09838224296
2057	0.09837910202
2058	0.09837651953
2059	0.09837356299
2060	0.09837015391
2061	0.09836761245
2062	0.09836450717
2063	0.09836135148
2064	0.09835815357
2065	0.09835516876
2066	0.09835213534
2067	0.09834856844
2068	0.09834585994
2069	0.09834318795
2070	0.09833989413
2071	0.09833677026
2072	0.09833329182
2073	0.09832984165
2074	0.0983272959
2075	0.09832492789
2076	0.09832211292
2077	0.09831939769
2078	0.0983162871
2079	0.09831357948
2080	0.09831058464
2081	0.09830786933
2082	0.09830457657
2083	0.09830154248
2084	0.09829859406
2085	0.09829628418
2086	0.09829328665
2087	0.09829024811
2088	0.09828702494
2089	0.09828447616
2090	0.09828149568
2091	0.09827792736
2092	0.09827469203
2093	0.09827146048
2094	0.09826818059
2095	0.09826523903
2096	0.09826262305
2097	0.09825899582
2098	0.09825607898
2099	0.09825323849
2100	0.09825022976
2101	0.09824745207
2102	0.09824491223
2103	0.09824156613
2104	0.09823846887
2105	0.09823525958
2106	0.09823189527
2107	0.09822865309
2108	0.09822563174
2109	0.09822390865
2110	0.09822041734
2111	0.09821667608
2112	0.09821381749
2113	0.0982109836
2114	0.09820811474
2115	0.09820501474
2116	0.09820208276
2117	0.09819830414
2118	0.09819513278
2119	0.09819187632
2120	0.0981889496
2121	0.09818718656
2122	0.09818428301
2123	0.09818128619
2124	0.09817829255
2125	0.09817563684
2126	0.09817256251
2127	0.09816927446
2128	0.09816698511
2129	0.098164607
2130	0.09816159335
2131	0.0981584766
2132	0.09815500077
2133	0.0981513072
2134	0.09814867223
2135	0.0981460973
2136	0.09814388633
2137	0.09814074194
2138	0.09813859791
2139	0.09813564371
2140	0.09813313042
2141	0.09812989008
2142	0.09812678435
2143	0.09812408489
2144	0.09812112273
2145	0.09811827874
2146	0.09811536262
2147	0.09811245709
2148	0.09810926083
2149	0.09810570152
2150	0.09810358974
2151	0.09810036307
2152	0.0980970624
2153	0.09809383944
2154	0.09809111532
2155	0.09808829351
2156	0.09808488947
2157	0.09808203129
2158	0.09807939666
2159	0.0980763289
2160	0.09807369801
2161	0.0980705246
2162	0.09806769213
2163	0.09806411875
2164	0.09806114672
2165	0.09805815868
2166	0.09805504289
2167	0.09805175058
2168	0.09804922989
2169	0.09804625236
2170	0.09804352241
2171	0.09804135322
2172	0.09803858488
2173	0.09803566457
2174	0.09803240204
2175	0.09803037152
2176	0.09802665512
2177	0.09802361338
2178	0.09802121124
2179	0.09801813129
2180	0.09801548707
2181	0.09801174332
2182	0.09800879483
2183	0.09800604395
2184	0.09800378407
2185	0.0980009055
2186	0.09799805505
2187	0.09799520444
2188	0.09799206137
2189	0.09798962435
2190	0.09798621044
2191	0.09798324938
2192	0.09798045699
2193	0.09797770879
2194	0.09797555402
2195	0.09797220798
2196	0.09796950177
2197	0.09796635267
2198	0.09796320499
2199	0.09795979272
2200	0.09795649808
2201	0.09795340208
2202	0.09795110915
2203	0.09794781421
2204	0.09794518822
2205	0.09794156055
2206	0.09793907345
2207	0.09793617561
2208	0.09793342411
2209	0.09793036033
2210	0.09792696552
2211	0.09792308395
2212	0.09791980337
2213	0.09791658353
2214	0.09791313114
2215	0.09790959264
2216	0.09790672766
2217	0.09790359182
2218	0.09790019592
2219	0.09789713999
2220	0.09789376557
2221	0.09789034003
2222	0.09788717741
2223	0.09788417359
2224	0.09788045057
2225	0.09787679352
2226	0.09787384377
2227	0.09787034452
2228	0.0978664919
2229	0.09786407477
2230	0.09786074069
2231	0.09785747682
2232	0.09785413375
2233	0.09785158476
2234	0.09784873723
2235	0.09784624097
2236	0.09784259185
2237	0.09783968271
2238	0.0978367515
2239	0.09783337151
2240	0.09783046717
2241	0.09782809997
2242	0.09782524544
2243	0.09782152943
2244	0.09781853546
2245	0.09781544293
2246	0.09781314547
2247	0.09781017098
2248	0.09780678561
2249	0.09780424004
2250	0.09780221803
2251	0.09779875174
2252	0.09779563008
2253	0.09779254003
2254	0.09779012687
2255	0.09778646916
2256	0.09778469532
2257	0.09778110377
2258	0.09777745776
2259	0.0977750519
2260	0.09777269807
2261	0.09776940632
2262	0.09776731409
2263	0.09776436922
2264	0.09776179007
2265	0.09775822894
2266	0.09775500194
2267	0.0977518231
2268	0.09774905261
2269	0.09774607015
2270	0.0977431148
2271	0.09774025578
2272	0.0977363904
2273	0.09773334364
2274	0.09773044463
2275	0.09772726656
2276	0.0977243621
2277	0.09772127432
2278	0.09771834531
2279	0.09771546871
2280	0.09771225535
2281	0.09770925284
2282	0.0977064191
2283	0.097703356
2284	0.09770082031
2285	0.09769827615
2286	0.09769517959
2287	0.09769261403
2288	0.09769032794
2289	0.09768765678
2290	0.09768480484
2291	0.09768180668
2292	0.0976787619
2293	0.09767539826
2294	0.09767237346
2295	0.09766908212
2296	0.09766602016
2297	0.09766249241
2298	0.09765996939
2299	0.09765696922
2300	0.09765361786
2301	0.09765079907
2302	0.09764757016
2303	0.09764487342
2304	0.09764147958
2305	0.097639302
2306	0.09763687106
2307	0.09763354054
2308	0.09762981719
2309	0.09762685811
2310	0.09762334752
2311	0.09762166101
2312	0.09761843652
2313	0.09761597712
2314	0.09761302498
2315	0.0976094571
2316	0.09760746771
2317	0.09760413898
2318	0.09760189497
2319	0.09759963754
2320	0.09759709425
2321	0.09759359969
2322	0.09759021292
2323	0.09758753886
2324	0.09758407923
2325	0.09758147705
2326	0.0975790504
2327	0.09757684159
2328	0.09757366615
2329	0.09757074221
2330	0.09756795609
2331	0.09756401742
2332	0.09756172292
2333	0.09755928185
2334	0.09755605004
2335	0.09755255639
2336	0.09755013475
2337	0.09754693069
2338	0.09754382974
2339	0.09754065383
2340	0.09753833237
2341	0.09753494645
2342	0.097531747
2343	0.09752808829
2344	0.09752528262
2345	0.09752187449
2346	0.09751970915
2347	0.09751750778
2348	0.09751531882
2349	0.09751222756
2350	0.09750958342
2351	0.09750673541
2352	0.0975045675
2353	0.09750106816
2354	0.09749824162
2355	0.09749541797
2356	0.09749264168
2357	0.09749000621
2358	0.09748750704
2359	0.09748504056
2360	0.09748180396
2361	0.09747919343
2362	0.09747627604
2363	0.09747432509
2364	0.09747218921
2365	0.09746883934
2366	0.09746612395
2367	0.09746243712
2368	0.09745984119
2369	0.09745667549
2370	0.09745330411
2371	0.09745002086
2372	0.0974473388
2373	0.09744427161
2374	0.09744115889
2375	0.09743781609
2376	0.09743441673
2377	0.09743170481
2378	0.09742831679
2379	0.09742604274
2380	0.09742346177
2381	0.09742089693
2382	0.09741866156
2383	0.09741572372
2384	0.09741334933
2385	0.09741096348
2386	0.09740737542
2387	0.09740424034
2388	0.09740129086
2389	0.09739906047
2390	0.09739579199
2391	0.09739243583
2392	0.09738879761
2393	0.09738503323
2394	0.0973816623
2395	0.09737855727
2396	0.09737551386
2397	0.09737263971
2398	0.09737123757
2399	0.0973681873
2400	0.09736525055
2401	0.09736234454
2402	0.09735935116
2403	0.09735675469
2404	0.0973539034
2405	0.09735136343
2406	0.09734833711
2407	0.09734566812
2408	0.09734202135
2409	0.09733936191
2410	0.09733770811
2411	0.09733447624
2412	0.09733145658
2413	0.09732825313
2414	0.09732537581
2415	0.0973226081
2416	0.09732017344
2417	0.09731766593
2418	0.09731483943
2419	0.09731201604
2420	0.09730951897
2421	0.09730668433
2422	0.09730423956
2423	0.09730146145
2424	0.09729858108
2425	0.09729622197
2426	0.09729366353
2427	0.09729079238
2428	0.09728814584
2429	0.09728547932
2430	0.09728210983
2431	0.09727969589
2432	0.09727636955
2433	0.09727362292
2434	0.0972710622
2435	0.09726778529
2436	0.0972647839
2437	0.0972614584
2438	0.09725849771
2439	0.0972554219
2440	0.09725347526
2441	0.09725059398
2442	0.0972475252
2443	0.09724471727
2444	0.09724186528
2445	0.09723894941
2446	0.09723628075
2447	0.09723317213
2448	0.09723049224
2449	0.09722739704
2450	0.09722449993
2451	0.09722166479
2452	0.09721830575
2453	0.09721496768
2454	0.09721228509
2455	0.09720904608
2456	0.09720612075
2457	0.09720277745
2458	0.0972001694
2459	0.09719701608
2460	0.09719405572
2461	0.09719128651
2462	0.09718866814
2463	0.09718559261
2464	0.09718303421
2465	0.0971799939
2466	0.09717679083
2467	0.09717367235
2468	0.09717054503
2469	0.0971682528
2470	0.09716479696
2471	0.09716203444
2472	0.09715871684
2473	0.09715583402
2474	0.09715278532
2475	0.09715038594
2476	0.09714798752
2477	0.09714528296
2478	0.0971423057
2479	0.09713990434
2480	0.09713607053
2481	0.09713306948
2482	0.09713094112
2483	0.09712904032
2484	0.09712614442
2485	0.09712342955
2486	0.09712085197
2487	0.09711774822
2488	0.09711506139
2489	0.09711245681
2490	0.09710966588
2491	0.09710660919
2492	0.09710427855
2493	0.09710047998
2494	0.09709861778
2495	0.09709555694
2496	0.09709223185
2497	0.09708947719
2498	0.09708670302
2499	0.09708414138
2500	0.09708159189
2501	0.09707924504
2502	0.09707629556
2503	0.09707360949
2504	0.09707056738
2505	0.09706851214
2506	0.09706545207
2507	0.0970628676
2508	0.09706045191
2509	0.09705711295
2510	0.09705389094
2511	0.09705156128
2512	0.09704903446
2513	0.09704599286
2514	0.09704305564
2515	0.09703999389
2516	0.09703810178
2517	0.09703497464
2518	0.09703216269
2519	0.09702954863
2520	0.09702680768
2521	0.097024785
2522	0.09702134033
2523	0.09701872721
2524	0.09701577197
2525	0.09701361019
2526	0.09701051357
2527	0.09700782054
2528	0.09700473521
2529	0.09700223428
2530	0.09699878223
2531	0.09699660439
2532	0.09699357787
2533	0.09699094407
2534	0.0969883204
2535	0.09698541094
2536	0.09698258156
2537	0.09698069219
2538	0.09697909117
2539	0.09697590887
2540	0.09697267235
2541	0.09696953139
2542	0.09696705947
2543	0.09696349129
2544	0.09696074116
2545	0.0969573039
2546	0.09695473525
2547	0.09695188366
2548	0.09694919307
2549	0.09694678774
2550	0.09694412496
2551	0.09694107806
2552	0.09693815788
2553	0.09693579467
2554	0.09693307682
2555	0.09693005428
2556	0.09692681454
2557	0.0969239544
2558	0.09692035583
2559	0.09691683272
2560	0.09691451994
2561	0.09691153559
2562	0.09690824667
2563	0.09690519375
2564	0.09690243125
2565	0.09689942378
2566	0.09689657983
2567	0.09689391231
2568	0.09689084968
2569	0.09688847738
2570	0.09688531252
2571	0.0968819439
2572	0.09687884822
2573	0.09687646087
2574	0.09687352394
2575	0.09687061362
2576	0.09686763934
2577	0.09686481173
2578	0.09686148631
2579	0.09685824534
2580	0.09685617727
2581	0.09685341919
2582	0.09685115156
2583	0.09684853726
2584	0.09684569132
2585	0.09684216726
2586	0.09683919097
2587	0.09683718686
2588	0.09683461446
2589	0.0968319536
2590	0.09682928665
2591	0.09682682789
2592	0.09682392003
2593	0.09682095635
2594	0.09681820785
2595	0.09681532964
2596	0.0968123892
2597	0.09681048499
2598	0.09680694999
2599	0.09680461199
2600	0.09680174349
2601	0.09679804868
2602	0.09679505743
2603	0.09679189583
2604	0.09678894661
2605	0.09678643577
2606	0.09678412771
2607	0.09678142228
2608	0.09677889627
2609	0.09677605399
2610	0.09677367375
2611	0.09677057628
2612	0.09676807613
2613	0.0967660455
2614	0.09676363903
2615	0.09676091099
2616	0.09675781454
2617	0.09675459952
2618	0.0967514956
2619	0.09674850042
2620	0.09674594597
2621	0.09674312481
2622	0.09673995389
2623	0.0967368021
2624	0.09673346939
2625	0.09673106593
2626	0.09672827213
2627	0.09672573286
2628	0.0967230511
2629	0.09672073183
2630	0.0967176847
2631	0.09671467157
2632	0.096711648
2633	0.09670824455
2634	0.09670562821
2635	0.09670309428
2636	0.09669962664
2637	0.09669746302
2638	0.09669404023
2639	0.09669072433
2640	0.09668760407
2641	0.09668510205
2642	0.09668236782
2643	0.09667948293
2644	0.09667635802
2645	0.09667328361
2646	0.09667017132
2647	0.0966677679
2648	0.0966656437
2649	0.09666320459
2650	0.09666050656
2651	0.09665796437
2652	0.09665525975
2653	0.09665213963
2654	0.09664905788
2655	0.09664645823
2656	0.09664313416
2657	0.09663984583
2658	0.09663850781
2659	0.0966357251
2660	0.09663284828
2661	0.09663000615
2662	0.09662713038
2663	0.09662475622
2664	0.0966218685
2665	0.09661940467
2666	0.09661654512
2667	0.09661373064
2668	0.09661106436
2669	0.09660905585
2670	0.0966061291
2671	0.09660373522
2672	0.09660086636
2673	0.09659853367
2674	0.09659663977
2675	0.09659424723
2676	0.09659139396
2677	0.09658868915
2678	0.0965861038
2679	0.09658335859
2680	0.09657994345
2681	0.09657788881
2682	0.0965755021
2683	0.09657289061
2684	0.09657018193
2685	0.09656825767
2686	0.09656513084
2687	0.09656268153
2688	0.09655977838
2689	0.09655666283
2690	0.0965535012
2691	0.09654988669
2692	0.09654736872
2693	0.09654414386
2694	0.0965414912
2695	0.09653799567
2696	0.09653507459
2697	0.09653234887
2698	0.09652967693
2699	0.09652692152
2700	0.09652395237
2701	0.09652095746
2702	0.09651837066
2703	0.09651576967
2704	0.0965133351
2705	0.09651091656
2706	0.09650817928
2707	0.0965049477
2708	0.09650180238
2709	0.09649881047
2710	0.09649588048
2711	0.0964927909
2712	0.09649018555
2713	0.09648851793
2714	0.09648667898
2715	0.09648404891
2716	0.0964810607
2717	0.09647780525
2718	0.09647491488
2719	0.09647291351
2720	0.09647083651
2721	0.09646796674
2722	0.09646492088
2723	0.09646181158
2724	0.09645814712
2725	0.09645494092
2726	0.09645211347
2727	0.09644988665
2728	0.09644727169
2729	0.0964448211
2730	0.09644198331
2731	0.09643848713
2732	0.09643552137
2733	0.09643268952
2734	0.09643030432
2735	0.09642779414
2736	0.09642529638
2737	0.09642226113
2738	0.09641935039
2739	0.09641701705
2740	0.09641490436
2741	0.09641274256
2742	0.09641035377
2743	0.09640784683
2744	0.0964055791
2745	0.09640295935
2746	0.09640036388
2747	0.09639679078
2748	0.09639425207
2749	0.09639087378
2750	0.09638804746
2751	0.09638483445
2752	0.09638221959
2753	0.0963790865
2754	0.09637694614
2755	0.09637403288
2756	0.09637175245
2757	0.0963688676
2758	0.09636554009
2759	0.0963626462
2760	0.09635976678
2761	0.09635700295
2762	0.09635367404
2763	0.09635075665
2764	0.0963476671
2765	0.09634466608
2766	0.09634209698
2767	0.0963394473
2768	0.09633644672
2769	0.09633378654
2770	0.09633098918
2771	0.09632796254
2772	0.09632584427
2773	0.09632336733
2774	0.09632090147
2775	0.09631815899
2776	0.09631628175
2777	0.09631355402
2778	0.09631055812
2779	0.09630804814
2780	0.09630508295
2781	0.09630194225
2782	0.09629957449
2783	0.0962970287
2784	0.09629511875
2785	0.09629252939
2786	0.09628991025
2787	0.09628736339
2788	0.09628522513
2789	0.09628248099
2790	0.09627991106
2791	0.09627774688
2792	0.09627485177
2793	0.09627238882
2794	0.09626929057
2795	0.09626629893
2796	0.09626317292
2797	0.09625991816
2798	0.09625716992
2799	0.09625497687
2800	0.09625257869
2801	0.0962501246
2802	0.09624756481
2803	0.09624492129
2804	0.09624217858
2805	0.09623947133
2806	0.09623725595
2807	0.0962342663
2808	0.09623131334
2809	0.09622868227
2810	0.0962254535
2811	0.09622250933
2812	0.09621996449
2813	0.09621672578
2814	0.09621368676
2815	0.09621181741
2816	0.09620880525
2817	0.09620640047
2818	0.09620286177
2819	0.09620017771
2820	0.09619744453
2821	0.09619468033
2822	0.09619129953
2823	0.09618808776
2824	0.0961856469
2825	0.09618334795
2826	0.09618026019
2827	0.09617798133
2828	0.0961760747
2829	0.09617343628
2830	0.09617027503
2831	0.0961675177
2832	0.09616451564
2833	0.09616152677
2834	0.0961585893
2835	0.09615664647
2836	0.09615396226
2837	0.09615102767
2838	0.09614861053
2839	0.09614552746
2840	0.09614363183
2841	0.09614083401
2842	0.09613792742
2843	0.09613484864
2844	0.09613256588
2845	0.09612991237
2846	0.09612779776
2847	0.09612503315
2848	0.09612197915
2849	0.09611908097
2850	0.09611630806
2851	0.09611345295
2852	0.09611097441
2853	0.09610779095
2854	0.09610524224
2855	0.09610304241
2856	0.09609980297
2857	0.0960971216
2858	0.0960937478
2859	0.09609172059
2860	0.09608943322
2861	0.0960863825
2862	0.09608419081
2863	0.09608126837
2864	0.09607788626
2865	0.09607581881
2866	0.09607370921
2867	0.09607069809
2868	0.09606873985
2869	0.09606633288
2870	0.09606370714
2871	0.09606028863
2872	0.09605764923
2873	0.09605506014
2874	0.0960528448
2875	0.09605060131
2876	0.09604760442
2877	0.09604447592
2878	0.0960429662
2879	0.09604032582
2880	0.09603843788
2881	0.09603573833
2882	0.09603274489
2883	0.09602945297
2884	0.09602675637
2885	0.096023891
2886	0.09602116862
2887	0.09601845978
2888	0.09601571458
2889	0.09601268723
2890	0.09600962044
2891	0.09600734395
2892	0.09600442073
2893	0.09600125472
2894	0.09599858786
2895	0.09599587623
2896	0.09599365262
2897	0.09599087701
2898	0.09598736405
2899	0.09598497125
2900	0.09598175184
2901	0.09597864106
2902	0.0959758969
2903	0.09597290566
2904	0.09596914375
2905	0.0959661139
2906	0.09596374459
2907	0.09596119906
2908	0.09595830837
2909	0.09595554683
2910	0.09595300117
2911	0.09595077889
2912	0.09594800391
2913	0.09594521095
2914	0.09594332552
2915	0.09594041586
2916	0.09593770155
2917	0.09593462927
2918	0.09593194742
2919	0.09592900613
2920	0.09592601678
2921	0.0959226388
2922	0.09591961514
2923	0.09591753874
2924	0.09591513004
2925	0.09591214099
2926	0.09590962661
2927	0.09590690019
2928	0.09590513987
